2016.05.02_00:00:30	1462140030	19.87	5.64	21.08
2016.05.02_01:00:30	1462143631	19.21	5.65	20.64
2016.05.02_02:00:34	1462147234	19.75	5.63	21.24
2016.05.02_03:00:42	1462150843	20.53	5.65	20.7
2016.05.02_04:00:31	1462154431	20.39	5.65	20.81
2016.05.02_05:00:42	1462158042	19.88	5.64	21.22
2016.05.02_06:00:31	1462161631	19.53	5.65	18.95
2016.05.02_07:00:39	1462165240	20.12	5.64	20.93
2016.05.02_08:00:39	1462168839	20.06	5.64	20.8
2016.05.02_09:00:30	1462172431	19.7	5.6	21.62
2016.05.02_10:00:39	1462176040	20.2	5.58	21.46
2016.05.02_11:00:40	1462179640	19.9	5.64	21.34
2016.05.02_12:00:38	1462183238	20.37	3.51	20.24
2016.05.02_13:00:32	1462186832	20.2	3.06	20.35
2016.05.02_14:00:33	1462190434	20.51	5.64	18.79
2016.05.02_15:00:40	1462194041	20.21	4.15	20.73
2016.05.02_16:00:43	1462197644	20.24	5.63	21.2
2016.05.02_17:00:30	1462201231	19.57	5.63	20.68
2016.05.02_18:00:40	1462204840	20.3	5.6	19.52
2016.05.02_19:00:42	1462208442	20.23	2.86	20.6
2016.05.02_23:00:46	1462222846	17.99	3.04	20.44
2016.05.03_00:00:43	1462226444	20.34	5.6	21.36
2016.05.03_01:00:34	1462230034	20.12	5.63	20.77
2016.05.03_02:00:44	1462233645	20.48	5.65	20.9
2016.05.03_03:00:35	1462237235	19.78	5.64	20.42
2016.05.03_04:00:43	1462240843	18.12	1.79	20.44
2016.05.03_05:00:38	1462244438	19.53	5.64	21.06
2016.05.03_06:00:41	1462248042	20.61	0.0	20.33
2016.05.03_07:00:31	1462251631	18.73	4.85	21.13
2016.05.03_08:00:45	1462255245	19.86	5.64	18.71
2016.05.03_09:00:32	1462258833	19.85	5.63	21.39
2016.05.03_10:00:40	1462262441	19.93	3.43	21.09
2016.05.03_11:00:53	1462266053	20.3	2.55	20.65
2016.05.03_12:00:35	1462269636	19.73	5.6	18.98
2016.05.03_13:01:28	1462273288	20.19	5.64	20.91
2016.05.03_14:00:34	1462276834	20.02	5.63	20.72
2016.05.03_15:00:40	1462280441	20.2	5.64	21.04
2016.05.03_16:00:46	1462284046	20.06	5.55	20.34
2016.05.03_17:00:40	1462287640	20.29	5.59	20.96
2016.05.03_18:00:33	1462291234	20.41	5.6	20.46
2016.05.03_19:00:43	1462294844	20.64	5.64	20.55
2016.05.03_20:00:38	1462298438	20.06	5.64	21.29
2016.05.03_21:00:34	1462302035	20.07	5.65	19.18
2016.05.03_22:00:44	1462305644	20.15	5.59	20.62
2016.05.03_23:00:36	1462309237	20.02	5.58	21.04
2016.05.04_00:00:31	1462312832	19.58	5.6	19.39
2016.05.04_01:00:46	1462316447	20.12	5.62	20.39
2016.05.04_02:00:36	1462320037	19.02	5.62	19.25
2016.05.04_03:00:39	1462323639	20.15	5.64	18.18
2016.05.04_04:00:50	1462327251	19.45	5.63	18.99
2016.05.04_05:00:50	1462330851	19.99	5.61	18.44
2016.05.04_06:01:10	1462334470	19.77	5.64	21.95
2016.05.04_07:00:50	1462338050	20.72	5.64	18.39
2016.05.04_08:01:23	1462341684	19.97	5.62	20.96
2016.05.04_09:00:38	1462345238	19.54	5.6	21.18
2016.05.04_10:00:47	1462348847	20.23	5.64	21.81
2016.05.04_11:00:43	1462352443	19.82	5.59	20.81
2016.05.04_12:00:52	1462356052	20.19	5.61	21.75
2016.05.04_13:00:45	1462359646	20.24	5.64	18.89
2016.05.04_14:00:50	1462363251	20.41	5.64	20.57
2016.05.04_15:00:43	1462366843	20.65	5.63	20.81
2016.05.04_16:00:49	1462370450	20.06	5.62	20.7
2016.05.04_17:00:49	1462374050	20.32	5.57	20.36
2016.05.04_18:00:34	1462377634	20.01	5.64	20.92
2016.05.04_19:00:50	1462381250	20.26	5.65	22.15
2016.05.04_20:00:46	1462384846	20.27	5.61	20.37
2016.05.04_21:00:45	1462388445	20.42	5.6	20.29
2016.05.04_22:00:48	1462392049	20.32	5.64	21.23
2016.05.04_23:00:39	1462395639	19.57	5.63	21.5
2016.05.05_00:00:42	1462399242	20.04	5.64	20.67
2016.05.05_01:00:54	1462402854	20.05	5.61	21.03
2016.05.05_02:00:53	1462406454	19.95	5.65	20.88
2016.05.05_03:00:48	1462410049	20.26	5.6	21.1
2016.05.05_04:00:44	1462413645	20.32	5.64	18.84
2016.05.05_05:00:40	1462417240	20.11	5.64	19.19
2016.05.05_06:01:00	1462420861	20.03	5.59	21.23
2016.05.05_07:00:40	1462424440	20.11	5.65	18.11
2016.05.05_08:00:50	1462428050	19.99	5.59	21.06
2016.05.05_09:00:47	1462431647	20.36	5.63	21.96
2016.05.05_10:00:49	1462435250	20.06	5.64	19.09
2016.05.05_11:01:03	1462438863	20.31	5.63	21.48
2016.05.05_12:00:39	1462442440	18.71	5.63	22.14
2016.05.05_13:00:35	1462446035	19.68	5.64	21.03
2016.05.05_14:00:51	1462449652	19.97	5.44	21.64
2016.05.05_15:00:40	1462453240	20.07	5.65	21.21
2016.05.05_16:00:32	1462456832	20.13	5.64	20.4
2016.05.05_17:00:49	1462460450	19.83	5.62	21.49
2016.05.05_18:00:41	1462464041	19.63	5.64	18.03
2016.05.05_19:00:52	1462467652	20.26	5.64	21.76
2016.05.05_20:00:48	1462471248	20.16	5.53	21.28
2016.05.05_21:00:51	1462474851	20.11	5.6	22.04
2016.05.05_22:00:32	1462478433	19.58	5.59	20.25
2016.05.05_23:00:52	1462482053	20.14	5.64	21.66
2016.05.06_00:00:47	1462485647	20.34	5.64	19.89
2016.05.06_01:00:40	1462489240	20.24	5.63	21.41
2016.05.06_02:00:40	1462492841	20.21	5.62	19.41
2016.05.06_03:00:43	1462496443	20.32	5.56	21.39
2016.05.06_04:00:47	1462500047	20.04	5.64	21.06
2016.05.06_05:00:54	1462503654	20.34	5.65	21.36
2016.05.06_06:00:46	1462507246	19.89	5.62	19.74
2016.05.06_07:00:52	1462510852	20.24	5.62	18.86
2016.05.06_08:00:34	1462514434	19.78	5.59	18.56
2016.05.06_09:00:49	1462518050	20.63	5.57	18.6
2016.05.06_10:00:52	1462521652	20.2	5.64	19.42
2016.05.06_11:00:51	1462525251	20.53	5.62	21.16
2016.05.06_12:00:47	1462528847	19.9	5.59	21.89
2016.05.06_13:00:42	1462532443	19.99	5.4	22.36
2016.05.06_14:00:40	1462536041	19.95	5.61	20.85
2016.05.06_15:00:38	1462539639	18.7	5.64	20.89
2016.05.06_17:00:44	1462546844	18.58	5.65	21.12
2016.05.06_18:00:50	1462550450	19.78	5.65	18.94
2016.05.06_19:00:53	1462554054	19.63	5.65	20.77
2016.05.06_20:00:46	1462557647	19.04	5.62	20.48
2016.05.06_21:00:48	1462561248	19.33	5.64	21.02
2016.05.06_22:00:45	1462564846	20.26	5.63	18.81
2016.05.06_23:00:43	1462568444	19.69	5.64	22.13
2016.05.07_00:00:42	1462572043	20.28	5.63	21.59
2016.05.07_01:00:36	1462575636	19.66	5.58	21.18
2016.05.07_02:00:54	1462579255	20.37	5.56	18.86
2016.05.07_03:00:46	1462582846	19.69	5.62	18.76
2016.05.07_04:00:38	1462586438	19.14	5.61	18.21
2016.05.07_05:00:52	1462590053	20.18	5.63	21.43
2016.05.07_06:00:46	1462593647	19.74	5.62	18.66
2016.05.07_07:00:36	1462597236	19.39	5.63	18.91
2016.05.07_08:00:48	1462600849	19.88	5.62	20.85
2016.05.07_09:00:45	1462604445	20.38	5.65	20.87
2016.05.07_10:00:35	1462608036	17.28	5.64	21.21
2016.05.07_11:00:40	1462611641	20.03	5.59	21.52
2016.05.07_12:00:55	1462615256	20.16	5.62	21.86
2016.05.07_13:00:50	1462618851	20.08	5.6	20.45
2016.05.07_14:00:52	1462622452	20.12	5.64	21.53
2016.05.07_15:00:45	1462626046	20.02	5.64	20.4
2016.05.07_17:00:38	1462633239	19.65	5.62	21.15
2016.05.07_18:00:46	1462636847	20.07	5.64	21.69
2016.05.07_19:00:36	1462640436	19.9	5.61	20.76
2016.05.07_20:00:45	1462644046	20.1	5.64	18.78
2016.05.07_21:00:46	1462647646	19.9	5.64	20.18
2016.05.07_22:00:49	1462651250	19.64	5.57	19.65
2016.05.07_23:00:33	1462654833	19.71	5.62	21.05
2016.05.08_00:00:59	1462658460	19.71	5.58	21.05
2016.05.08_01:00:39	1462662040	19.66	5.65	18.23
2016.05.08_02:00:47	1462665648	19.67	5.63	20.52
2016.05.08_03:00:37	1462669238	19.7	5.64	20.29
2016.05.08_04:00:52	1462672853	19.55	5.6	20.72
2016.05.08_05:00:48	1462676448	19.11	5.64	21.43
2016.05.08_06:00:59	1462680059	19.83	5.64	20.18
2016.05.08_07:00:57	1462683657	20.01	5.54	21.22
2016.05.08_08:01:02	1462687263	19.86	5.64	21.17
2016.05.08_09:00:56	1462690856	19.34	5.63	21.34
2016.05.08_10:01:09	1462694470	19.92	5.45	22.43
2016.05.08_11:00:59	1462698060	19.67	5.64	21.33
2016.05.08_12:01:08	1462701668	19.95	5.63	21.03
2016.05.08_13:00:36	1462705236	20.34	5.58	21.23
2016.05.08_14:00:41	1462708842	19.56	5.63	22.12
2016.05.08_15:00:41	1462712442	19.91	5.62	21.4
2016.05.08_16:00:36	1462716036	20.49	5.63	18.48
2016.05.08_17:00:39	1462719639	20.44	5.57	18.4
2016.05.08_18:00:37	1462723238	20.13	5.62	20.64
2016.05.08_19:00:45	1462726846	20.13	5.6	20.88
2016.05.08_20:00:37	1462730437	19.85	5.63	21.01
2016.05.08_21:00:50	1462734050	20.08	5.56	20.1
2016.05.08_22:00:51	1462737651	20.08	5.59	20.73
2016.05.08_23:00:35	1462741235	19.55	5.64	21.31
2016.05.09_00:00:45	1462744846	19.54	5.6	21.67
2016.05.09_01:00:45	1462748446	20.32	5.64	18.31
2016.05.09_02:00:42	1462752043	20.68	5.62	20.18
2016.05.09_03:00:39	1462755639	19.78	5.54	19.12
2016.05.09_04:00:36	1462759237	19.76	5.62	21.03
2016.05.09_05:00:35	1462762835	18.81	5.63	18.5
2016.05.09_06:01:02	1462766463	19.83	5.58	21.63
2016.05.09_07:00:46	1462770047	19.85	3.53	21.71
2016.05.09_08:01:01	1462773662	20.12	5.65	20.9
2016.05.09_09:00:55	1462777256	19.51	5.64	21.08
2016.05.09_10:01:13	1462780873	19.81	5.64	21.24
2016.05.09_11:00:47	1462784448	20.14	5.64	21.38
2016.05.09_12:00:34	1462788035	19.49	5.64	21.16
2016.05.09_13:00:43	1462791644	19.37	5.6	20.73
2016.05.09_14:00:45	1462795245	19.52	5.63	21.75
2016.05.09_15:00:46	1462798847	20.51	5.62	20.43
2016.05.09_16:00:55	1462802455	20.2	5.59	20.29
2016.05.09_17:00:47	1462806048	20.0	5.64	20.79
2016.05.09_18:00:35	1462809635	19.83	5.62	21.88
2016.05.09_19:00:43	1462813243	20.0	5.59	21.06
2016.05.09_20:00:38	1462816839	20.46	5.64	22.41
2016.05.09_21:00:33	1462820433	19.68	5.59	18.13
2016.05.09_22:00:42	1462824042	18.43	5.63	21.69
2016.05.09_23:00:41	1462827641	19.35	5.58	20.89
2016.05.10_00:00:41	1462831242	19.29	5.63	21.49
2016.05.10_01:00:47	1462834847	20.47	5.63	19.62
2016.05.10_02:00:46	1462838447	19.96	5.61	20.65
2016.05.10_03:00:47	1462842048	20.51	5.63	19.02
2016.05.10_04:01:01	1462845662	19.82	5.65	21.13
2016.05.10_05:00:55	1462849256	20.24	5.62	18.77
2016.05.10_06:00:49	1462852850	19.58	5.64	21.78
2016.05.10_07:00:54	1462856455	20.2	5.64	21.58
2016.05.10_08:00:42	1462860043	20.03	4.55	20.53
2016.05.10_09:00:45	1462863646	19.53	5.64	21.7
2016.05.10_10:00:38	1462867238	19.53	5.64	21.8
2016.05.10_11:00:47	1462870848	18.97	5.61	21.39
2016.05.10_12:00:44	1462874445	19.82	5.64	21.35
2016.05.10_13:00:37	1462878038	20.39	5.61	19.77
2016.05.10_14:00:49	1462881649	20.33	5.64	21.24
2016.05.10_15:00:36	1462885236	20.45	5.64	20.43
2016.05.10_16:00:37	1462888837	20.27	5.65	20.2
2016.05.10_17:00:48	1462892448	20.27	5.64	19.01
2016.05.10_18:00:46	1462896046	20.03	5.6	20.61
2016.05.10_19:00:52	1462899652	19.88	5.61	19.46
2016.05.10_20:00:49	1462903250	20.32	5.59	20.8
2016.05.10_21:00:50	1462906851	19.92	5.6	20.34
2016.05.10_22:00:47	1462910447	18.96	5.61	18.23
2016.05.10_23:00:49	1462914050	19.39	5.46	20.46
2016.05.11_00:00:43	1462917644	19.95	5.56	20.39
2016.05.11_01:00:41	1462921242	19.77	5.55	20.0
2016.05.11_02:00:54	1462924854	20.05	5.64	19.51
2016.05.11_03:00:52	1462928452	19.71	5.64	20.19
2016.06.02_09:17:06	1464851826	19.58	5.72	14.29
2016.06.03_01:00:29	1464908430	19.34	9.61	12.79
2016.06.03_01:01:37	1464908497	19.61	9.63	10.99
2016.06.03_02:00:41	1464912042	19.59	9.63	11.95
2016.06.03_03:00:39	1464915639	19.48	9.6	12.92
2016.06.03_04:00:37	1464919237	18.99	9.6	12.61
2016.06.03_05:00:31	1464922832	19.92	9.57	11.97
2016.06.03_05:01:33	1464922893	19.54	9.63	10.85
2016.06.03_06:00:48	1464926448	19.53	9.37	12.18
2016.06.03_07:00:35	1464930036	19.35	9.63	12.49
2016.06.03_07:01:33	1464930093	19.97	9.61	10.67
2016.06.03_08:00:42	1464933642	19.89	9.6	12.32
2016.06.03_09:00:37	1464937238	19.83	9.59	11.29
2016.06.03_10:00:38	1464940838	19.55	9.62	12.13
2016.06.03_11:00:32	1464944433	18.98	9.6	12.71
2016.06.03_11:01:31	1464944492	19.57	9.63	10.53
2016.06.03_12:00:35	1464948035	19.76	9.4	12.68
2016.06.03_12:01:33	1464948093	20.0	9.6	11.05
2016.06.03_13:00:36	1464951637	19.4	9.63	12.97
2016.06.03_13:01:40	1464951700	19.95	9.58	10.8
2016.06.03_14:01:11	1464955271	19.73	9.62	11.59
2016.06.03_15:00:34	1464958835	19.98	9.58	12.88
2016.06.03_15:01:32	1464958893	19.8	9.62	11.06
2016.06.03_16:00:35	1464962435	19.53	9.54	11.68
2016.06.03_16:01:30	1464962491	19.31	9.63	10.86
2016.06.03_17:00:31	1464966032	19.61	9.63	12.35
2016.06.03_17:01:25	1464966085	18.86	9.52	10.97
2016.06.03_18:00:35	1464969635	19.43	9.62	12.28
2016.06.03_18:01:30	1464969690	19.59	9.63	10.5
2016.06.03_19:00:39	1464973239	18.99	9.62	12.63
2016.06.03_20:00:41	1464976841	19.88	9.57	12.16
2016.06.03_21:00:32	1464980432	20.01	9.52	12.75
2016.06.03_21:01:38	1464980498	19.79	9.55	11.43
2016.06.03_22:00:39	1464984039	19.76	9.56	12.45
2016.06.03_23:00:40	1464987641	19.28	9.6	12.64
2016.06.04_00:00:28	1464991229	19.49	9.56	12.28
2016.06.04_00:01:33	1464991293	19.95	9.61	11.01
2016.06.04_01:00:32	1464994833	19.41	9.63	11.76
2016.06.04_01:01:36	1464994897	19.95	9.6	10.54
2016.06.04_02:00:37	1464998438	20.07	9.62	11.94
2016.06.04_03:00:35	1465002036	19.36	9.62	11.78
2016.06.04_03:01:32	1465002092	19.62	9.59	11.14
2016.06.04_04:00:34	1465005635	19.59	9.62	11.89
2016.06.04_04:01:27	1465005687	19.47	9.58	10.65
2016.06.04_05:00:35	1465009235	19.72	9.6	12.17
2016.06.04_05:01:39	1465009299	20.04	9.63	10.6
2016.06.04_06:00:46	1465012846	19.9	9.63	12.4
2016.06.04_07:00:34	1465016435	19.82	9.63	12.09
2016.06.04_07:01:36	1465016496	19.83	9.63	10.75
2016.06.04_08:00:40	1465020041	19.8	9.63	11.68
2016.06.04_09:00:38	1465023638	19.55	9.61	11.6
2016.06.04_10:00:31	1465027232	19.32	9.62	12.04
2016.06.04_10:01:24	1465027285	18.93	9.45	11.29
2016.06.04_11:00:39	1465030840	19.59	9.62	12.04
2016.06.04_12:00:40	1465034441	20.07	9.55	12.16
2016.06.04_13:00:35	1465038036	19.38	9.64	12.81
2016.06.04_13:01:34	1465038095	19.31	9.59	10.43
2016.06.04_14:00:29	1465041630	8.42	0.0	11.42
2016.06.06_00:00:33	1465164033	47.2	9.62	9.27
2016.06.06_21:39:44	1465241985	47.17	9.57	9.43
2016.06.06_22:00:33	1465243233	47.42	9.62	9.3
2016.06.06_22:01:28	1465243288	46.09	9.35	7.84
2016.06.06_23:00:33	1465246834	45.5	9.5	9.37
2016.06.06_23:01:28	1465246888	43.89	9.46	7.93
2016.06.07_00:00:32	1465250433	47.42	9.6	9.37
2016.06.07_01:00:32	1465254033	47.37	9.56	8.69
2016.06.07_02:00:33	1465257633	47.43	9.6	9.24
2016.06.07_03:00:30	1465261231	47.4	9.61	8.46
2016.06.07_03:01:24	1465261285	47.42	9.64	8.01
2016.06.07_04:00:32	1465264833	47.2	9.59	9.1
2016.06.07_05:00:33	1465268433	47.41	9.63	8.65
2016.06.07_06:00:37	1465272038	47.44	2.04	9.13
2016.06.07_07:00:33	1465275634	47.44	8.55	9.14
2016.06.07_08:00:37	1465279237	47.44	3.83	9.19
2016.06.07_09:00:33	1465282834	46.84	9.62	9.81
2016.06.07_10:00:54	1465286454	47.4	9.62	8.66
2016.06.07_11:00:32	1465290033	47.42	9.59	9.14
2016.06.07_11:01:25	1465290086	47.41	9.57	7.9
2016.06.07_12:00:33	1465293633	47.24	9.64	9.6
2016.06.07_12:01:27	1465293687	46.7	9.62	8.07
2016.06.07_13:00:33	1465297233	47.37	9.63	9.34
2016.06.07_13:01:26	1465297286	47.17	9.65	8.13
2016.06.07_14:00:33	1465300833	47.32	9.57	9.42
2016.06.07_14:01:27	1465300887	44.93	9.64	8.02
2016.06.07_15:00:35	1465304436	44.69	8.66	9.58
2016.06.07_15:01:29	1465304490	47.17	9.65	8.19
2016.06.07_16:00:33	1465308034	47.41	9.63	9.86
2016.06.07_16:01:26	1465308087	47.36	9.64	8.21
2016.06.07_17:00:33	1465311633	46.73	9.62	9.44
2016.06.07_17:01:26	1465311687	47.13	9.65	8.03
2016.06.07_18:00:33	1465315233	46.69	9.64	9.74
2016.06.07_18:01:27	1465315288	46.85	9.63	8.03
2016.06.07_19:00:29	1465318829	47.25	9.64	9.43
2016.06.07_19:01:22	1465318882	47.29	9.64	7.98
2016.06.07_20:00:34	1465322434	47.16	9.59	9.31
2016.06.07_20:01:27	1465322488	47.06	9.64	8.31
2016.06.07_21:00:33	1465326034	46.26	9.64	9.42
2016.06.07_21:01:27	1465326088	47.35	9.64	8.33
2016.06.07_22:00:33	1465329634	47.35	9.64	9.52
2016.06.07_22:01:27	1465329688	47.33	9.63	8.18
2016.06.07_23:00:32	1465333233	47.15	9.49	9.94
2016.06.07_23:01:26	1465333286	47.34	9.65	7.96
2016.06.08_00:00:34	1465336835	39.41	9.65	9.31
2016.06.08_00:01:28	1465336888	46.68	9.65	8.06
2016.06.08_01:00:33	1465340433	47.39	9.64	9.41
2016.06.08_01:01:26	1465340486	47.33	9.64	8.03
2016.06.08_02:00:33	1465344033	47.17	9.64	8.68
2016.06.08_02:01:27	1465344087	46.79	9.64	8.1
2016.06.08_03:00:33	1465347633	46.95	9.61	9.48
2016.06.08_03:01:26	1465347687	47.4	9.65	8.09
2016.06.08_04:00:33	1465351233	47.43	9.64	8.64
2016.06.08_04:01:26	1465351287	47.29	9.64	8.15
2016.06.08_05:00:37	1465354837	39.05	9.62	9.31
2016.06.08_05:01:30	1465354891	47.43	9.63	8.14
2016.06.08_06:00:33	1465358434	47.02	9.64	9.15
2016.06.08_06:01:28	1465358488	47.42	9.6	8.14
2016.06.08_07:00:33	1465362033	47.43	9.64	8.72
2016.06.08_07:01:26	1465362087	47.34	9.59	8.28
2016.06.08_08:00:33	1465365633	47.33	9.58	9.29
2016.06.08_08:01:26	1465365687	46.67	9.64	8.06
2016.06.08_09:00:33	1465369233	46.9	9.64	9.47
2016.06.08_09:01:26	1465369287	47.41	9.64	8.22
2016.06.08_10:00:33	1465372834	46.38	9.64	9.81
2016.06.08_10:01:27	1465372887	46.7	9.64	8.22
2016.06.08_11:00:33	1465376433	47.17	9.65	9.59
2016.06.08_11:01:28	1465376488	47.4	9.57	8.17
2016.06.08_12:00:33	1465380033	46.78	9.64	9.74
2016.06.08_12:01:26	1465380087	47.41	9.58	8.13
2016.06.08_13:00:33	1465383633	47.43	9.58	10.42
2016.06.08_13:01:27	1465383687	46.5	9.65	8.11
2016.06.08_14:00:33	1465387233	47.43	9.57	8.68
2016.06.08_14:01:26	1465387287	47.15	9.65	8.03
2016.06.08_15:00:33	1465390833	47.11	9.65	9.44
2016.06.08_15:01:26	1465390887	47.41	9.64	8.16
2016.06.08_16:00:33	1465394433	47.4	9.64	8.67
2016.06.08_16:01:26	1465394487	47.41	9.6	8.14
2016.06.08_17:00:33	1465398034	46.95	9.64	9.23
2016.06.08_17:01:28	1465398089	47.42	9.64	8.08
2016.06.08_18:00:35	1465401635	47.38	9.65	9.57
2016.06.08_18:01:28	1465401689	46.89	9.64	8.06
2016.06.08_19:00:33	1465405233	47.38	9.59	9.64
2016.06.08_19:01:26	1465405287	47.41	9.65	7.95
2016.06.08_20:00:33	1465408833	47.34	9.64	8.93
2016.06.08_20:01:26	1465408887	47.43	9.62	8.45
2016.06.08_21:00:33	1465412434	46.85	9.59	9.52
2016.06.08_21:01:27	1465412488	47.39	9.65	8.23
2016.06.08_22:00:33	1465416034	47.25	9.64	9.55
2016.06.08_22:01:28	1465416088	46.84	9.61	8.27
2016.06.08_23:00:33	1465419634	46.46	9.58	9.32
2016.06.08_23:01:27	1465419687	46.77	9.65	8.15
2016.06.09_00:00:34	1465423234	47.43	9.64	8.8
2016.06.09_00:01:27	1465423288	47.37	9.59	8.17
2016.06.09_01:00:33	1465426833	47.22	9.65	8.6
2016.06.09_01:01:27	1465426887	47.4	9.58	8.26
2016.06.09_02:00:33	1465430433	47.43	9.58	9.48
2016.06.09_02:01:26	1465430487	47.34	9.65	8.19
2016.06.09_03:00:33	1465434033	47.07	9.65	9.54
2016.06.09_03:01:26	1465434087	47.36	9.64	8.14
2016.06.09_04:00:33	1465437634	47.04	9.64	9.42
2016.06.09_04:01:27	1465437687	47.16	9.65	8.15
2016.06.09_05:00:33	1465441233	46.79	9.65	9.18
2016.06.09_05:01:22	1465441283	47.07	9.58	8.13
2016.06.09_06:00:35	1465444835	47.42	9.58	9.83
2016.06.09_06:01:28	1465444889	47.14	9.64	8.1
2016.06.09_07:00:33	1465448433	46.7	9.65	8.04
2016.06.09_07:01:27	1465448487	47.14	9.65	8.14
2016.06.09_08:00:34	1465452034	46.41	9.64	9.31
2016.06.09_08:01:28	1465452088	47.19	9.65	8.14
2016.06.09_09:00:33	1465455633	47.24	9.45	9.22
2016.06.09_09:01:29	1465455690	47.2	9.62	8.1
2016.06.09_10:00:33	1465459233	47.4	9.64	9.47
2016.06.09_10:01:26	1465459287	47.14	9.63	8.22
2016.06.09_11:00:33	1465462834	47.31	9.64	9.78
2016.06.09_11:01:28	1465462888	46.44	9.58	8.13
2016.06.09_12:00:33	1465466433	47.2	9.64	9.79
2016.06.09_12:01:23	1465466484	46.37	9.65	7.98
2016.06.09_13:00:33	1465470034	47.17	9.64	9.78
2016.06.09_13:01:27	1465470087	47.42	9.64	8.06
2016.06.09_14:00:33	1465473634	47.09	9.57	8.99
2016.06.09_14:01:27	1465473687	47.37	9.64	8.05
2016.06.09_16:00:38	1465480838	11.48	9.5	16.01
2016.06.09_20:00:39	1465495240	11.7	9.52	23.7
2016.06.09_21:00:37	1465498837	12.07	9.61	16.74
2016.06.09_21:01:32	1465498892	11.17	9.53	14.93
2016.06.09_22:00:48	1465502449	11.76	9.53	19.02
2016.06.09_23:00:28	1465506028	18.69	9.62	11.33
2016.06.09_23:01:23	1465506084	18.68	9.6	11.41
2016.06.10_00:00:31	1465509632	18.6	9.64	11.05
2016.06.10_00:01:33	1465509694	19.8	9.54	10.19
2016.06.10_01:00:40	1465513240	19.33	3.1	11.06
2016.06.10_02:00:27	1465516828	19.29	9.42	11.34
2016.06.10_02:01:32	1465516892	18.59	3.49	9.64
2016.06.10_03:00:34	1465520434	19.71	9.61	11.14
2016.06.10_03:01:36	1465520496	19.5	3.79	9.79
2016.06.10_04:00:28	1465524028	19.04	2.64	11.1
2016.06.10_04:01:26	1465524087	19.12	9.57	10.1
2016.06.10_05:00:32	1465527632	18.46	9.17	11.64
2016.06.10_05:01:21	1465527681	19.43	9.62	10.14
